,TransactionCount,Recency,AverageAmount,Age,TotalAmount,Cluster
0,1,96,168.0,23,168.0,2
1,1,359,22.0,32,22.0,0
2,1,101,300.0,30,300.0,0
3,1,53,30.0,25,30.0,2
4,1,124,512.0,33,512.0,1
5,1,135,300.0,34,300.0,0
6,1,101,50.0,27,50.0,2
7,1,54,370.0,22,370.0,2
8,1,358,200.0,32,200.0,0
9,1,267,710.0,42,710.0,1
10,1,130,200.0,37,200.0,0
11,1,23,210.0,29,210.0,2
12,1,237,260.0,27,260.0,2
13,1,237,85.0,26,85.0,2
14,1,206,400.0,26,400.0,2
15,1,127,30.0,42,30.0,0
16,1,268,151.0,26,151.0,2
17,1,128,30.0,27,30.0,2
18,1,84,18.5,25,18.5,2
19,1,359,52.0,24,52.0,2
20,2,53,523.5,25,1047.0,1
21,1,115,300.0,29,300.0,2
22,1,127,712.0,26,712.0,1
23,1,267,110.0,35,110.0,0
24,1,126,390.0,30,390.0,0
25,1,23,51.0,27,51.0,2
26,1,85,100.0,21,100.0,2
27,1,136,100.0,26,100.0,2
28,1,358,25.0,25,25.0,2
29,1,146,249.79,31,249.79,0
30,1,128,819.0,24,819.0,1
31,1,145,500.0,34,500.0,0
32,1,129,285.0,35,285.0,0
33,1,328,745.0,27,745.0,1
34,1,137,220.0,21,220.0,2
35,1,327,600.0,29,600.0,1
36,1,206,20.0,23,20.0,2
37,1,176,322.0,25,322.0,2
38,1,141,230.0,25,230.0,2
39,1,128,529.0,36,529.0,0
40,1,23,20.0,27,20.0,2
41,1,127,5.36,27,5.36,2
42,1,207,200.0,30,200.0,2
43,1,130,189.0,27,189.0,2
44,1,110,635.0,33,635.0,1
45,1,206,321.0,30,321.0,0
46,1,114,943.0,29,943.0,1
47,1,207,850.0,30,850.0,1
48,1,125,50.0,27,50.0,2
49,1,114,450.0,22,450.0,2
50,1,298,1000.0,25,1000.0,1
51,1,237,299.78,24,299.78,2
52,1,84,200.0,32,200.0,0
53,1,124,50.0,30,50.0,2
54,1,137,231.0,40,231.0,0
55,1,145,330.9,29,330.9,2
56,1,53,100.0,34,100.0,0
57,1,53,150.0,30,150.0,2
58,1,299,30.0,28,30.0,2
59,1,110,100.0,27,100.0,2
60,1,84,307.0,34,307.0,0
61,1,299,100.0,29,100.0,2
62,1,207,418.0,22,418.0,2
63,1,114,250.0,42,250.0,0
64,1,359,300.0,25,300.0,2
65,1,146,40.0,26,40.0,2
66,1,177,25.0,27,25.0,2
67,1,137,39.0,27,39.0,2
68,1,298,535.0,30,535.0,1
69,1,98,375.0,31,375.0,0
70,1,176,794.0,28,794.0,1
71,1,207,632.0,23,632.0,1
72,1,137,425.0,35,425.0,0
73,1,141,700.0,32,700.0,1
74,1,139,100.0,28,100.0,2
75,1,54,615.0,26,615.0,1
76,1,53,24.0,25,24.0,2
77,1,135,520.0,31,520.0,1
78,1,128,290.0,28,290.0,2
79,1,141,1.0,42,1.0,0
80,1,137,40.0,24,40.0,2
81,1,127,198.0,24,198.0,2
82,1,141,550.0,30,550.0,1
83,1,146,100.0,27,100.0,2
84,1,267,195.0,27,195.0,2
85,1,128,50.0,24,50.0,2
86,1,24,20.0,27,20.0,2
87,1,267,25.0,26,25.0,2
88,1,328,12.0,26,12.0,2
89,1,127,200.0,28,200.0,2
90,1,123,100.0,29,100.0,2
91,1,134,485.0,35,485.0,0
92,1,176,500.0,36,500.0,0
93,1,110,20.0,29,20.0,2
94,1,139,149.0,33,149.0,0
95,1,125,300.0,29,300.0,2
96,1,238,100.0,29,100.0,2
97,1,115,120.0,22,120.0,2
98,1,358,500.0,26,500.0,1
99,1,141,273.2,29,273.2,2
100,1,237,926.0,26,926.0,1
101,1,53,100.0,29,100.0,2
102,1,139,312.0,35,312.0,0
103,1,53,200.0,23,200.0,2
104,1,110,276.5,41,276.5,0
105,1,139,280.0,27,280.0,2
106,1,105,15.0,30,15.0,2
107,1,358,348.0,28,348.0,2
108,1,128,395.51,33,395.51,0
109,1,298,200.0,29,200.0,2
110,1,123,999.0,28,999.0,1
111,1,84,240.0,24,240.0,2
112,1,177,10.0,35,10.0,0
113,1,109,480.0,24,480.0,1
114,1,132,69.0,22,69.0,2
115,1,268,166.0,28,166.0,2
116,1,141,930.0,33,930.0,1
117,1,128,500.0,35,500.0,0
118,1,136,1000.0,38,1000.0,1
119,1,24,41.0,28,41.0,2
120,1,136,10.0,23,10.0,2
121,1,145,482.35,24,482.35,1
122,1,132,50.0,28,50.0,2
123,1,145,26.0,31,26.0,2
124,1,298,746.01,24,746.01,1
125,1,141,313.95,25,313.95,2
126,1,54,250.0,26,250.0,2
127,1,140,10.0,25,10.0,2
128,1,109,850.0,23,850.0,1
129,1,140,30.0,38,30.0,0
130,1,145,100.0,25,100.0,2
131,1,124,95.0,27,95.0,2
132,1,123,147.0,25,147.0,2
133,1,53,500.0,33,500.0,1
134,1,97,550.0,24,550.0,1
135,1,84,70.0,30,70.0,2
136,1,97,50.0,25,50.0,2
137,1,298,425.72,37,425.72,0
138,1,129,145.75,28,145.75,2
139,1,138,250.0,26,250.0,2
140,1,359,360.0,22,360.0,2
141,1,133,414.0,21,414.0,2
142,1,133,196.0,26,196.0,2
143,1,268,212.0,31,212.0,0
144,1,139,420.0,30,420.0,0
145,1,53,100.0,25,100.0,2
146,1,85,1000.0,26,1000.0,1
147,1,84,100.0,26,100.0,2
148,1,139,20.0,26,20.0,2
149,1,176,200.0,26,200.0,2
150,1,105,538.0,24,538.0,1
151,1,238,200.0,35,200.0,0
152,1,115,888.64,24,888.64,1
153,1,109,30.0,33,30.0,0
154,1,134,719.28,27,719.28,1
155,1,124,50.0,27,50.0,2
156,1,84,100.0,25,100.0,2
157,1,358,646.0,28,646.0,1
158,1,141,55.0,23,55.0,2
159,1,138,200.0,23,200.0,2
160,1,114,179.0,28,179.0,2
161,1,109,630.0,34,630.0,1
162,1,110,93.0,27,93.0,2
163,1,101,40.0,27,40.0,2
164,1,177,40.0,24,40.0,2
165,1,132,120.0,30,120.0,2
166,1,124,50.0,34,50.0,0
167,1,53,7.0,23,7.0,2
168,1,133,200.0,28,200.0,2
169,1,131,56.0,21,56.0,2
170,1,206,24.0,25,24.0,2
171,1,127,240.0,36,240.0,0
172,1,133,49.92,24,49.92,2
173,1,24,101.15,22,101.15,2
174,1,176,581.0,27,581.0,1
175,1,141,68.0,25,68.0,2
176,1,145,36.0,24,36.0,2
177,1,85,1000.0,30,1000.0,1
178,1,268,1.0,25,1.0,2
179,1,98,165.0,31,165.0,0
180,1,140,292.0,29,292.0,2
181,1,139,32.0,34,32.0,0
182,1,115,80.0,29,80.0,2
183,1,131,21.0,23,21.0,2
184,1,136,53.0,25,53.0,2
185,1,327,184.0,24,184.0,2
186,1,146,50.0,27,50.0,2
187,1,126,198.0,28,198.0,2
188,1,299,200.0,34,200.0,0
189,1,134,94.0,26,94.0,2
190,1,131,557.0,26,557.0,1
191,1,359,110.0,33,110.0,0
192,1,141,200.0,29,200.0,2
193,1,359,604.0,33,604.0,1
194,1,237,93.0,27,93.0,2
195,1,108,50.0,26,50.0,2
196,1,176,850.0,23,850.0,1
197,1,268,170.84,26,170.84,2
198,1,206,295.0,25,295.0,2
199,1,140,98.0,42,98.0,0
200,1,135,200.0,22,200.0,2
201,1,327,100.0,27,100.0,2
202,1,108,100.0,27,100.0,2
203,1,140,299.0,31,299.0,0
204,1,136,30.0,31,30.0,2
205,1,298,772.0,26,772.0,1
206,1,85,47.0,30,47.0,2
207,1,125,628.43,24,628.43,1
208,1,130,1.0,18,1.0,2
209,1,132,164.42,26,164.42,2
210,1,84,129.0,34,129.0,0
211,1,299,323.0,25,323.0,2
212,1,53,200.0,26,200.0,2
213,1,298,575.0,24,575.0,1
214,1,109,197.0,27,197.0,2
215,1,177,661.0,27,661.0,1
216,1,24,98.97,31,98.97,2
217,1,53,200.0,25,200.0,2
218,1,109,377.8,25,377.8,2
219,1,298,610.0,29,610.0,1
220,1,206,455.0,26,455.0,1
221,1,54,147.0,25,147.0,2
222,1,131,557.5,26,557.5,1
223,1,138,332.0,29,332.0,2
224,1,124,398.81,39,398.81,0
225,1,141,1000.0,26,1000.0,1
226,1,237,200.0,24,200.0,2
227,1,130,748.0,30,748.0,1
228,1,359,717.0,26,717.0,1
229,1,84,10.0,23,10.0,2
230,1,207,539.84,35,539.84,1
231,1,114,150.0,36,150.0,0
232,1,176,24.0,21,24.0,2
233,1,138,210.0,28,210.0,2
234,1,137,711.0,25,711.0,1
235,1,298,67.0,24,67.0,2
236,1,129,250.0,35,250.0,0
237,1,85,606.9,27,606.9,1
238,1,97,199.0,28,199.0,2
239,1,128,10.0,19,10.0,2
240,1,136,255.0,30,255.0,0
241,1,138,168.0,25,168.0,2
242,1,54,155.0,42,155.0,0
243,1,176,195.0,24,195.0,2
244,1,358,10.0,19,10.0,2
245,1,85,26.0,27,26.0,2
246,1,130,180.0,25,180.0,2
247,1,146,21.0,27,21.0,2
248,1,131,859.0,30,859.0,1
249,1,137,50.0,31,50.0,2
250,1,110,700.0,33,700.0,1
251,1,298,313.95,30,313.95,0
252,1,108,50.0,24,50.0,2
253,1,146,514.0,32,514.0,1
254,1,139,265.0,27,265.0,2
255,1,85,544.18,27,544.18,1
256,1,84,150.0,35,150.0,0
257,1,114,823.91,25,823.91,1
258,1,97,200.0,33,200.0,0
259,1,358,196.62,38,196.62,0
260,1,109,500.0,27,500.0,1
261,1,85,230.0,32,230.0,0
262,1,299,11.0,24,11.0,2
263,1,114,161.0,33,161.0,0
264,1,140,97.0,36,97.0,0
265,1,53,561.0,22,561.0,1
266,1,359,305.0,28,305.0,2
267,1,135,147.0,32,147.0,0
268,1,131,200.0,27,200.0,2
269,1,23,155.0,34,155.0,0
270,1,115,30.0,29,30.0,2
271,1,114,550.0,27,550.0,1
272,1,268,700.0,34,700.0,1
273,1,130,399.0,25,399.0,2
274,1,328,320.0,30,320.0,0
275,1,139,97.0,31,97.0,0
276,1,24,100.0,24,100.0,2
277,1,140,786.0,26,786.0,1
278,1,146,1.0,32,1.0,0
279,1,139,1000.0,24,1000.0,1
280,1,54,77.0,36,77.0,0
281,1,139,90.0,41,90.0,0
282,1,114,50.0,26,50.0,2
283,1,137,6.05,21,6.05,2
284,1,358,10.0,25,10.0,2
285,1,110,50.0,26,50.0,2
286,1,328,350.0,26,350.0,2
287,1,124,1000.0,26,1000.0,1
288,1,359,50.0,21,50.0,2
289,1,84,50.0,25,50.0,2
290,1,206,295.0,26,295.0,2
291,1,328,495.0,40,495.0,0
292,1,298,91.0,31,91.0,0
293,1,97,76.0,29,76.0,2
294,1,109,500.0,24,500.0,1
295,1,132,100.0,29,100.0,2
296,1,24,100.0,28,100.0,2
297,1,24,470.0,35,470.0,0
298,1,299,480.0,30,480.0,1
299,1,84,200.0,25,200.0,2
300,1,97,200.0,25,200.0,2
301,1,23,500.0,29,500.0,1
302,1,145,259.0,26,259.0,2
303,1,125,570.0,28,570.0,1
304,1,138,400.0,24,400.0,2
305,1,84,641.0,27,641.0,1
306,1,328,150.0,20,150.0,2
307,1,141,290.0,32,290.0,0
308,1,141,606.9,23,606.9,1
309,1,108,360.0,29,360.0,2
310,1,131,79.0,29,79.0,2
311,1,141,316.0,26,316.0,2
312,1,146,490.0,37,490.0,0
313,1,97,240.0,33,240.0,0
314,1,108,685.0,35,685.0,1
315,1,146,60.0,32,60.0,0
316,1,136,17.0,21,17.0,2
317,1,131,290.0,22,290.0,2
318,1,98,159.0,35,159.0,0
319,1,206,500.0,24,500.0,1
320,1,328,30.0,25,30.0,2
321,1,140,30.0,35,30.0,0
322,1,108,100.0,23,100.0,2
323,1,146,100.0,25,100.0,2
324,1,128,46.0,26,46.0,2
325,1,327,665.0,33,665.0,1
326,1,238,50.0,21,50.0,2
327,1,267,451.0,23,451.0,2
328,1,131,199.0,26,199.0,2
329,1,237,200.0,36,200.0,0
330,1,130,50.0,30,50.0,2
331,1,206,560.0,28,560.0,1
332,1,109,104.0,30,104.0,2
333,1,138,200.0,22,200.0,2
334,1,127,564.0,29,564.0,1
335,1,131,199.0,31,199.0,0
336,1,135,500.0,38,500.0,0
337,1,177,500.0,28,500.0,1
338,1,237,473.0,22,473.0,1
339,1,133,200.0,29,200.0,2
340,1,237,50.0,29,50.0,2
341,1,136,500.0,29,500.0,1
342,1,177,38.0,24,38.0,2
343,1,23,200.0,33,200.0,0
344,2,206,592.0,31,1184.0,1
345,1,54,954.0,39,954.0,1
346,1,238,50.0,28,50.0,2
347,1,85,166.0,33,166.0,0
348,1,359,60.0,26,60.0,2
349,1,23,38.0,26,38.0,2
350,1,145,300.0,35,300.0,0
351,1,110,330.0,25,330.0,2
352,1,139,21.0,27,21.0,2
353,1,176,250.0,25,250.0,2
354,1,123,119.0,31,119.0,0
355,1,137,545.0,38,545.0,0
356,1,139,252.16,30,252.16,0
357,1,53,1000.0,35,1000.0,1
358,1,125,40.0,24,40.0,2
359,1,145,140.0,24,140.0,2
360,1,130,100.0,24,100.0,2
361,1,110,1000.0,38,1000.0,1
362,1,328,100.0,26,100.0,2
363,1,123,290.0,26,290.0,2
364,1,207,498.0,26,498.0,1
365,1,125,100.0,25,100.0,2
366,1,123,500.0,42,500.0,0
367,1,138,96.0,36,96.0,0
368,1,124,67.0,22,67.0,2
369,1,126,270.0,25,270.0,2
370,1,133,255.0,27,255.0,2
371,1,141,45.0,23,45.0,2
372,1,134,47.0,32,47.0,0
373,1,267,500.0,33,500.0,1
374,1,85,399.0,23,399.0,2
375,1,298,432.0,35,432.0,0
376,1,128,1000.0,28,1000.0,1
377,1,206,300.0,40,300.0,0
378,1,139,350.0,33,350.0,0
379,1,177,100.0,27,100.0,2
380,1,141,315.0,29,315.0,2
381,1,136,235.55,27,235.55,2
382,1,130,2.79,35,2.79,0
383,1,358,225.0,37,225.0,0
384,1,134,1.0,24,1.0,2
385,1,85,20.0,23,20.0,2
386,1,146,543.0,37,543.0,0
387,1,135,20.86,25,20.86,2
388,1,146,60.0,25,60.0,2
389,1,85,390.0,33,390.0,0
390,1,136,300.0,31,300.0,0
391,1,84,296.0,27,296.0,2
392,1,84,150.0,24,150.0,2
393,1,298,50.0,24,50.0,2
394,1,237,50.0,27,50.0,2
395,1,136,175.0,28,175.0,2
396,1,141,633.93,39,633.93,1
397,1,139,175.0,29,175.0,2
398,1,238,211.0,40,211.0,0
399,1,124,460.0,29,460.0,1
400,1,53,500.0,30,500.0,1
401,1,177,451.0,27,451.0,1
402,1,177,30.0,25,30.0,2
403,1,129,100.0,26,100.0,2
404,1,132,146.0,41,146.0,0
405,1,98,803.0,26,803.0,1
406,1,268,500.0,27,500.0,1
407,1,299,198.0,28,198.0,2
408,1,145,40.0,29,40.0,2
409,1,140,101.0,29,101.0,2
410,1,129,420.0,26,420.0,2
411,1,136,529.0,35,529.0,1
412,1,127,180.0,27,180.0,2
413,1,139,444.0,36,444.0,0
414,1,131,150.0,27,150.0,2
415,1,109,200.0,25,200.0,2
416,1,128,50.0,27,50.0,2
417,1,105,737.0,38,737.0,1
418,1,54,41.0,25,41.0,2
419,1,327,732.0,34,732.0,1
420,1,145,150.0,27,150.0,2
421,1,134,174.0,33,174.0,0
422,1,110,199.0,25,199.0,2
423,1,125,436.0,28,436.0,1
424,1,24,100.0,27,100.0,2
425,1,124,720.0,40,720.0,1
426,1,124,10.0,24,10.0,2
427,1,238,20.0,32,20.0,0
428,1,125,100.0,26,100.0,2
429,1,267,900.0,30,900.0,1
430,1,109,50.0,26,50.0,2
431,1,267,551.0,30,551.0,1
432,1,133,799.0,25,799.0,1
433,1,123,50.0,23,50.0,2
434,1,24,606.9,26,606.9,1
435,1,53,342.0,30,342.0,0
436,1,176,100.0,23,100.0,2
437,1,137,160.0,22,160.0,2
438,1,177,259.0,26,259.0,2
439,1,24,50.0,29,50.0,2
440,1,141,100.0,28,100.0,2
441,1,328,953.0,39,953.0,1
442,1,176,1000.0,42,1000.0,1
443,1,298,721.0,23,721.0,1
444,1,358,60.0,25,60.0,2
445,1,134,300.0,30,300.0,0
446,1,359,500.0,37,500.0,0
447,1,328,100.87,32,100.87,0
448,1,207,131.0,22,131.0,2
449,1,138,30.0,35,30.0,0
450,1,267,615.0,29,615.0,1
451,1,98,96.0,24,96.0,2
452,1,299,544.0,26,544.0,1
453,1,54,1000.0,39,1000.0,1
454,1,327,50.0,33,50.0,0
455,1,140,50.0,37,50.0,0
456,1,127,78.0,26,78.0,2
457,1,136,45.0,37,45.0,0
458,1,177,743.0,24,743.0,1
459,1,146,582.3,23,582.3,1
460,1,124,1000.0,33,1000.0,1
461,1,98,550.0,37,550.0,0
462,1,206,457.0,32,457.0,0
463,1,139,110.0,24,110.0,2
464,1,110,30.0,27,30.0,2
465,1,138,549.0,25,549.0,1
466,1,132,50.0,29,50.0,2
467,1,125,300.0,28,300.0,2
468,1,267,400.0,26,400.0,2
469,1,177,500.0,31,500.0,1
470,1,84,211.15,33,211.15,0
471,1,135,70.0,21,70.0,2
472,1,133,300.0,27,300.0,2
473,1,109,200.0,27,200.0,2
474,1,206,30.0,27,30.0,2
475,1,359,195.0,24,195.0,2
476,1,129,50.0,24,50.0,2
477,1,146,990.0,21,990.0,1
478,2,177,208.5,32,417.0,0
479,1,123,28.0,23,28.0,2
480,1,358,50.0,34,50.0,0
481,1,298,760.0,34,760.0,1
482,1,127,180.0,33,180.0,0
483,1,299,100.0,25,100.0,2
484,1,237,307.0,26,307.0,2
485,1,176,100.0,31,100.0,0
486,1,105,668.0,36,668.0,1
487,1,135,146.0,25,146.0,2
488,1,135,1.0,23,1.0,2
489,1,136,198.0,28,198.0,2
490,1,127,500.0,28,500.0,1
491,1,54,1000.0,32,1000.0,1
492,1,145,250.0,29,250.0,2
493,1,206,100.0,33,100.0,0
494,1,132,328.5,21,328.5,2
495,1,206,50.0,32,50.0,0
496,1,24,97.0,27,97.0,2
497,1,54,200.0,24,200.0,2
498,1,237,120.0,24,120.0,2
499,1,96,100.0,32,100.0,0
500,1,108,474.0,37,474.0,0
501,1,110,600.0,26,600.0,1
502,1,141,286.59,31,286.59,0
503,1,126,50.0,24,50.0,2
504,1,114,100.0,27,100.0,2
505,1,108,94.77,25,94.77,2
506,1,177,70.0,23,70.0,2
507,1,127,856.0,30,856.0,1
508,2,54,50.0,23,100.0,2
509,1,358,249.0,29,249.0,2
510,1,54,500.0,28,500.0,1
511,1,327,342.63,25,342.63,2
512,1,238,524.47,32,524.47,1
513,1,135,803.0,31,803.0,1
514,1,138,200.0,26,200.0,2
515,1,130,250.0,31,250.0,0
516,1,177,192.0,33,192.0,0
517,1,145,280.0,24,280.0,2
518,1,110,182.0,25,182.0,2
519,1,110,186.0,36,186.0,0
520,1,125,20.0,25,20.0,2
521,1,137,6.0,35,6.0,0
522,1,138,60.0,29,60.0,2
523,1,146,60.0,27,60.0,2
524,1,358,198.0,21,198.0,2
525,1,268,102.0,34,102.0,0
526,1,134,290.0,20,290.0,2
527,1,138,100.0,34,100.0,0
528,1,137,450.0,26,450.0,1
529,1,115,50.0,23,50.0,2
530,1,145,110.0,26,110.0,2
531,1,328,114.0,29,114.0,2
532,1,267,330.0,30,330.0,0
533,1,177,460.0,32,460.0,0
534,1,176,42.0,31,42.0,2
535,1,145,748.0,37,748.0,1
536,1,146,1000.0,30,1000.0,1
537,1,327,160.0,26,160.0,2
538,1,237,350.0,32,350.0,0
539,1,177,673.84,33,673.84,1
540,1,24,782.0,37,782.0,1
541,1,105,96.25,26,96.25,2
542,1,207,225.0,24,225.0,2
543,1,123,130.0,31,130.0,0
544,1,328,28.0,30,28.0,2
545,1,24,100.0,24,100.0,2
546,1,132,60.0,28,60.0,2
547,1,298,802.0,23,802.0,1
548,1,238,148.0,34,148.0,0
549,1,105,347.0,23,347.0,2
550,1,129,185.0,21,185.0,2
551,1,135,500.0,29,500.0,1
552,1,298,800.0,30,800.0,1
553,1,134,200.0,30,200.0,2
554,1,137,516.01,28,516.01,1
555,1,298,180.0,25,180.0,2
556,1,146,20.0,35,20.0,0
557,1,267,224.0,31,224.0,0
558,1,238,514.0,40,514.0,0
559,1,126,299.0,38,299.0,0
560,1,130,65.0,27,65.0,2
561,1,129,429.0,39,429.0,0
562,1,108,10.0,36,10.0,0
563,1,328,50.0,29,50.0,2
564,1,359,450.0,29,450.0,1
565,1,96,0.0,24,0.0,2
566,1,207,120.0,26,120.0,2
567,1,54,521.13,30,521.13,1
568,1,137,64.0,29,64.0,2
569,1,327,298.0,27,298.0,2
570,1,359,481.0,25,481.0,1
571,1,23,90.0,36,90.0,0
572,1,126,560.0,41,560.0,0
573,1,140,251.2,25,251.2,2
574,1,146,600.0,26,600.0,1
575,1,131,19.0,26,19.0,2
576,1,138,130.0,33,130.0,0
577,1,127,200.0,24,200.0,2
578,1,97,100.0,26,100.0,2
579,1,359,100.0,22,100.0,2
580,1,146,438.0,37,438.0,0
581,1,109,500.0,28,500.0,1
582,1,298,200.0,37,200.0,0
583,1,141,100.0,32,100.0,0
584,1,141,300.0,30,300.0,0
585,1,23,786.0,27,786.0,1
586,1,268,408.0,25,408.0,2
587,1,267,61.18,41,61.18,0
588,1,54,250.0,24,250.0,2
589,1,298,229.0,29,229.0,2
590,1,146,1000.0,29,1000.0,1
591,1,177,75.0,25,75.0,2
592,1,126,85.0,22,85.0,2
593,1,177,200.0,34,200.0,0
594,1,299,212.0,39,212.0,0
595,1,84,844.0,24,844.0,1
596,1,129,870.0,29,870.0,1
597,1,328,12.0,32,12.0,0
598,1,85,234.04,28,234.04,2
599,1,238,500.0,30,500.0,1
600,1,127,839.0,35,839.0,1
601,1,131,50.0,26,50.0,2
602,1,268,460.0,37,460.0,0
603,1,98,10.0,27,10.0,2
604,1,96,480.0,29,480.0,1
605,1,110,600.0,28,600.0,1
606,1,54,337.95,31,337.95,0
607,1,84,556.0,25,556.0,1
608,1,132,300.0,32,300.0,0
609,1,123,120.0,27,120.0,2
610,1,267,306.0,32,306.0,0
611,1,139,60.0,29,60.0,2
612,1,237,30.0,33,30.0,0
613,1,53,1000.0,38,1000.0,1
614,1,298,640.0,38,640.0,1
615,1,85,100.0,25,100.0,2
616,1,177,998.0,26,998.0,1
617,1,268,200.0,25,200.0,2
618,1,267,400.0,33,400.0,0
619,1,132,370.0,29,370.0,0
620,1,115,720.0,30,720.0,1
621,1,268,310.0,35,310.0,0
622,1,327,50.0,24,50.0,2
623,1,138,329.7,27,329.7,2
624,1,238,753.0,32,753.0,1
625,1,72,200.0,27,200.0,2
626,1,24,249.0,41,249.0,0
627,1,84,370.0,24,370.0,2
628,1,141,20.0,29,20.0,2
629,1,115,1000.0,26,1000.0,1
630,1,125,500.0,30,500.0,1
631,1,207,476.3,30,476.3,1
632,1,268,35.0,24,35.0,2
633,1,206,451.0,26,451.0,1
634,1,85,345.0,27,345.0,2
635,1,139,50.0,29,50.0,2
636,1,84,699.0,29,699.0,1
637,1,268,20.0,37,20.0,0
638,1,299,611.75,29,611.75,1
639,1,129,1.0,24,1.0,2
640,1,176,147.0,25,147.0,2
641,1,237,49.0,31,49.0,2
642,1,298,53.0,32,53.0,0
643,1,268,98.0,24,98.0,2
644,1,126,520.0,26,520.0,1
645,1,298,190.0,39,190.0,0
646,1,138,500.0,29,500.0,1
647,1,267,116.0,25,116.0,2
648,1,129,307.0,26,307.0,2
649,1,115,69.0,26,69.0,2
650,1,115,95.0,32,95.0,0
651,2,24,165.5,38,331.0,0
652,1,131,70.0,25,70.0,2
653,1,84,1000.0,33,1000.0,1
654,1,130,27.0,25,27.0,2
655,1,135,366.0,35,366.0,0
656,1,133,136.0,25,136.0,2
657,1,145,300.0,25,300.0,2
658,1,328,500.0,25,500.0,1
659,1,138,60.0,29,60.0,2
660,1,128,200.0,25,200.0,2
661,1,85,253.0,23,253.0,2
662,1,237,101.0,22,101.0,2
663,1,110,100.0,37,100.0,0
664,1,134,31.0,26,31.0,2
665,1,115,250.0,32,250.0,0
666,1,298,740.44,25,740.44,1
667,1,207,100.0,32,100.0,0
668,1,127,40.0,26,40.0,2
669,1,146,792.0,29,792.0,1
670,1,327,500.0,31,500.0,1
671,1,84,30.0,32,30.0,0
672,1,130,139.0,34,139.0,0
673,1,141,105.0,29,105.0,2
674,1,138,55.0,24,55.0,2
675,1,145,769.0,29,769.0,1
676,1,145,140.0,29,140.0,2
677,1,176,250.0,22,250.0,2
678,1,132,441.0,34,441.0,0
679,1,131,333.0,30,333.0,0
680,1,146,344.0,29,344.0,2
681,1,267,44.0,25,44.0,2
682,1,123,400.0,26,400.0,2
683,1,328,125.0,28,125.0,2
684,1,299,690.0,32,690.0,1
685,1,207,225.0,28,225.0,2
686,1,136,425.0,26,425.0,2
687,1,146,50.0,29,50.0,2
688,1,84,500.0,34,500.0,0
689,1,176,400.0,30,400.0,0
690,1,133,19.0,22,19.0,2
691,1,131,180.0,30,180.0,2
692,1,130,22.0,32,22.0,0
693,1,125,2.75,36,2.75,0
694,1,133,150.0,27,150.0,2
695,1,133,123.0,22,123.0,2
696,1,298,840.0,34,840.0,1
697,1,359,30.0,29,30.0,2
698,1,298,100.0,35,100.0,0
699,1,96,97.0,24,97.0,2
700,1,127,500.0,28,500.0,1
701,1,328,659.0,30,659.0,1
702,1,127,146.0,33,146.0,0
703,1,23,672.0,37,672.0,1
704,1,137,275.0,24,275.0,2
705,1,145,8.0,25,8.0,2
706,1,123,20.0,28,20.0,2
707,1,105,360.0,37,360.0,0
708,1,135,98.0,26,98.0,2
709,1,133,50.0,23,50.0,2
710,1,110,50.0,25,50.0,2
711,1,358,599.0,38,599.0,1
712,1,85,200.0,29,200.0,2
713,1,108,500.0,33,500.0,1
714,1,267,1.0,26,1.0,2
715,1,146,500.0,42,500.0,0
716,1,298,283.0,40,283.0,0
717,1,137,949.0,27,949.0,1
718,1,23,579.03,39,579.03,0
719,1,130,28.0,29,28.0,2
720,1,177,330.0,25,330.0,2
721,1,110,579.0,32,579.0,1
722,1,299,664.0,28,664.0,1
723,1,359,998.0,38,998.0,1
724,1,207,449.1,18,449.1,2
725,1,141,110.0,30,110.0,2
726,1,96,40.0,21,40.0,2
727,1,85,259.0,28,259.0,2
728,1,132,320.0,40,320.0,0
729,1,53,68.0,21,68.0,2
730,1,109,239.0,28,239.0,2
731,1,141,30.0,23,30.0,2
732,1,115,265.0,30,265.0,0
733,1,138,749.0,27,749.0,1
734,1,72,500.0,21,500.0,1
735,1,140,299.0,36,299.0,0
736,1,110,100.0,28,100.0,2
737,2,114,55.0,22,110.0,2
738,1,268,397.65,35,397.65,0
739,1,177,350.0,28,350.0,2
740,1,140,300.0,39,300.0,0
741,1,327,300.0,31,300.0,0
742,1,146,405.0,40,405.0,0
743,1,207,100.0,42,100.0,0
744,1,328,290.0,30,290.0,0
745,1,123,100.0,25,100.0,2
746,1,237,200.0,28,200.0,2
747,1,138,867.0,25,867.0,1
748,1,299,500.0,24,500.0,1
749,1,85,500.0,34,500.0,0
750,1,114,500.0,26,500.0,1
751,1,145,117.0,26,117.0,2
752,1,139,128.0,26,128.0,2
753,1,145,900.0,28,900.0,1
754,1,53,137.0,35,137.0,0
755,1,299,594.0,28,594.0,1
756,1,97,240.0,35,240.0,0
757,1,137,260.0,25,260.0,2
758,1,132,345.0,27,345.0,2
759,1,85,344.0,39,344.0,0
760,1,140,497.0,31,497.0,1
761,1,129,635.0,35,635.0,1
762,1,132,300.0,28,300.0,2
763,1,126,370.0,29,370.0,0
764,1,139,826.0,21,826.0,1
765,1,110,635.0,24,635.0,1
766,1,132,40.0,26,40.0,2
767,1,125,223.0,26,223.0,2
768,1,54,111.0,28,111.0,2
769,1,23,270.0,35,270.0,0
770,1,109,45.0,29,45.0,2
771,1,108,20.0,35,20.0,0
772,1,132,210.0,23,210.0,2
