,TransactionCount,Recency,AverageAmount,Age,TotalAmount,Cluster
10438,1,109,100.0,33,100.0,0
10439,1,130,10.0,34,10.0,0
10440,1,105,650.0,34,650.0,1
10441,1,109,257.0,34,257.0,0
10442,1,53,265.0,31,265.0,0
10443,1,53,450.0,29,450.0,1
10444,1,138,210.0,24,210.0,2
10445,1,24,596.0,34,596.0,1
10446,1,138,499.0,36,499.0,0
10447,1,136,88.0,33,88.0,0
10448,1,108,50.0,22,50.0,2
10449,1,101,100.0,18,100.0,2
10450,1,54,358.0,40,358.0,0
10451,1,135,74.0,41,74.0,0
10452,1,207,115.0,33,115.0,0
10453,1,138,100.0,26,100.0,2
10454,1,177,516.95,29,516.95,1
10455,1,176,324.0,23,324.0,2
10456,1,84,123.54,22,123.54,2
10457,1,133,255.0,26,255.0,2
10458,1,54,30.0,26,30.0,2
10459,1,132,500.0,30,500.0,1
10460,1,359,120.0,31,120.0,0
10461,1,105,300.0,35,300.0,0
10462,1,131,500.0,25,500.0,1
10463,1,114,37.0,24,37.0,2
10464,1,84,100.0,27,100.0,2
10465,1,84,60.0,23,60.0,2
10466,1,140,28.0,22,28.0,2
10467,1,237,295.69,26,295.69,2
10468,1,358,559.92,42,559.92,0
10469,1,267,50.0,26,50.0,2
10470,1,298,488.0,33,488.0,0
10471,1,177,497.5,38,497.5,0
10472,1,267,435.0,30,435.0,0
10473,1,267,259.0,29,259.0,2
10474,1,141,415.0,29,415.0,0
10475,1,358,233.0,29,233.0,2
10476,1,114,909.0,28,909.0,1
10477,1,110,490.0,33,490.0,1
10478,1,131,510.0,30,510.0,1
10479,1,115,769.0,26,769.0,1
10480,1,137,250.0,18,250.0,2
10481,1,238,100.0,24,100.0,2
10482,1,141,598.0,37,598.0,1
10483,1,145,247.0,21,247.0,2
10484,1,123,400.0,27,400.0,2
10485,1,267,500.0,28,500.0,1
10486,1,85,88.0,37,88.0,0
10487,1,207,2.0,24,2.0,2
10488,1,268,550.0,36,550.0,1
10489,1,138,719.0,23,719.0,1
10490,1,128,319.0,30,319.0,0
10491,1,146,37.0,25,37.0,2
10492,1,84,94.0,26,94.0,2
10493,1,128,120.0,26,120.0,2
10494,1,134,856.0,27,856.0,1
10495,1,84,210.0,31,210.0,0
10496,1,114,596.0,29,596.0,1
10497,1,23,770.0,23,770.0,1
10498,1,267,188.0,24,188.0,2
10499,1,146,994.0,38,994.0,1
10500,1,85,115.0,24,115.0,2
10501,1,206,606.9,30,606.9,1
10502,1,130,599.0,27,599.0,1
10503,1,137,330.0,27,330.0,2
10504,2,145,276.5,26,553.0,1
10505,1,328,500.0,30,500.0,1
10506,1,206,140.0,26,140.0,2
10507,1,359,500.0,30,500.0,1
10508,1,24,780.0,32,780.0,1
10509,1,54,430.0,25,430.0,2
10510,1,146,495.0,25,495.0,1
10511,1,105,49.0,32,49.0,0
10512,1,298,125.0,30,125.0,2
10513,1,134,599.0,26,599.0,1
10514,1,108,308.0,21,308.0,2
10515,1,207,743.0,27,743.0,1
10516,1,207,146.0,35,146.0,0
10517,1,110,500.0,27,500.0,1
10518,1,23,490.0,32,490.0,1
10519,1,114,125.0,36,125.0,0
10520,1,141,500.0,28,500.0,1
10521,1,135,261.0,33,261.0,0
10522,1,140,156.0,27,156.0,2
10523,1,126,40.0,25,40.0,2
10524,1,359,179.0,41,179.0,0
10525,1,134,120.0,29,120.0,2
10526,1,328,1000.0,25,1000.0,1
10527,1,136,640.2,29,640.2,1
10528,1,24,177.0,34,177.0,0
10529,1,141,599.4,41,599.4,0
10530,1,134,50.0,31,50.0,2
10531,1,176,60.0,23,60.0,2
10532,1,23,10.0,29,10.0,2
10533,1,135,200.0,32,200.0,0
10534,1,135,40.0,22,40.0,2
10535,1,328,540.0,29,540.0,1
10536,1,110,35.0,26,35.0,2
10537,1,141,1000.0,21,1000.0,1
10538,1,134,1.0,36,1.0,0
10539,1,54,200.0,29,200.0,2
10540,1,299,100.0,34,100.0,0
10541,1,268,595.0,36,595.0,1
10542,1,110,273.0,23,273.0,2
10543,1,177,585.0,31,585.0,1
10544,1,53,110.0,25,110.0,2
10545,1,126,65.0,33,65.0,0
10546,1,129,370.0,37,370.0,0
10547,1,24,25.0,38,25.0,0
10548,1,140,249.0,36,249.0,0
10549,1,299,100.0,23,100.0,2
10550,1,53,200.0,29,200.0,2
10551,1,132,70.0,34,70.0,0
10552,1,145,100.0,23,100.0,2
10553,1,141,200.0,30,200.0,2
10554,1,124,200.0,35,200.0,0
10555,1,127,26.0,21,26.0,2
10556,1,85,746.55,25,746.55,1
10557,1,140,906.0,29,906.0,1
10558,1,93,215.0,40,215.0,0
10559,1,298,47.0,21,47.0,2
10560,1,114,110.0,29,110.0,2
10561,1,54,900.0,24,900.0,1
10562,1,298,300.0,28,300.0,2
10563,1,327,488.0,24,488.0,1
10564,1,23,457.0,28,457.0,1
10565,1,238,101.15,26,101.15,2
10566,1,145,50.0,23,50.0,2
10567,1,53,240.0,25,240.0,2
10568,1,129,362.0,29,362.0,0
10569,1,135,128.0,22,128.0,2
10570,1,23,26.78,24,26.78,2
10571,1,135,50.0,24,50.0,2
10572,1,97,100.0,34,100.0,0
10573,1,23,50.0,28,50.0,2
10574,1,139,45.0,30,45.0,2
10575,1,110,588.92,26,588.92,1
10576,1,237,379.0,34,379.0,0
10577,1,115,250.0,27,250.0,2
10578,1,328,470.0,37,470.0,0
10579,1,238,500.0,24,500.0,1
10580,1,207,400.0,30,400.0,0
10581,1,53,606.9,31,606.9,1
10582,1,146,570.0,24,570.0,1
10583,1,126,152.0,27,152.0,2
10584,1,207,300.0,22,300.0,2
10585,1,98,32.0,27,32.0,2
10586,1,206,20.0,22,20.0,2
10587,1,140,470.0,39,470.0,0
10588,1,125,202.0,28,202.0,2
10589,1,123,220.0,29,220.0,2
10590,1,130,417.0,26,417.0,2
10591,1,84,125.89,32,125.89,0
10592,1,84,640.0,30,640.0,1
10593,1,96,180.0,31,180.0,0
10594,1,24,10.19,36,10.19,0
10595,1,359,392.0,31,392.0,0
10596,1,134,929.0,39,929.0,1
10597,1,84,500.0,24,500.0,1
10598,1,84,67.0,24,67.0,2
10599,1,267,740.0,26,740.0,1
10600,1,53,291.0,26,291.0,2
10601,1,298,57.0,26,57.0,2
10602,1,176,255.0,32,255.0,0
10603,1,53,606.9,27,606.9,1
10604,1,129,156.0,23,156.0,2
10605,1,136,50.0,27,50.0,2
10606,1,53,150.0,27,150.0,2
10607,1,84,985.0,26,985.0,1
10608,1,207,282.0,31,282.0,0
10609,1,110,500.0,31,500.0,1
10610,1,114,50.0,25,50.0,2
10611,1,299,510.0,29,510.0,1
10612,1,141,300.0,24,300.0,2
10613,1,138,754.0,24,754.0,1
10614,1,129,100.0,30,100.0,2
10615,1,126,200.0,34,200.0,0
10616,1,268,473.0,27,473.0,1
10617,1,127,200.0,28,200.0,2
10618,1,138,46.0,25,46.0,2
10619,1,72,28.0,26,28.0,2
10620,1,138,95.0,26,95.0,2
10621,1,101,50.0,42,50.0,0
10622,1,96,10.0,22,10.0,2
10623,1,128,300.0,27,300.0,2
10624,1,134,266.97,34,266.97,0
10625,1,359,116.0,31,116.0,0
10626,1,115,900.0,21,900.0,1
10627,1,207,11.0,24,11.0,2
10628,1,268,410.0,31,410.0,0
10629,1,267,1.0,26,1.0,2
10630,1,359,68.0,28,68.0,2
10631,1,145,951.0,31,951.0,1
10632,1,298,500.0,42,500.0,0
10633,1,131,349.79,30,349.79,0
10634,1,23,146.0,26,146.0,2
10635,1,123,168.0,32,168.0,0
10636,1,53,183.44,28,183.44,2
10637,1,24,900.0,32,900.0,1
10638,1,133,320.0,25,320.0,2
10639,1,123,662.0,30,662.0,1
10640,1,134,250.0,38,250.0,0
10641,1,123,100.0,33,100.0,0
10642,1,134,505.0,28,505.0,1
10643,1,131,1.0,28,1.0,2
10644,1,84,198.0,26,198.0,2
10645,1,127,5.0,28,5.0,2
10646,1,110,160.0,27,160.0,2
10647,1,359,249.0,24,249.0,2
10648,1,54,100.0,31,100.0,0
10649,1,176,431.26,25,431.26,2
10650,1,207,200.0,24,200.0,2
10651,1,299,20.0,35,20.0,0
10652,1,327,492.84,28,492.84,1
10653,1,123,195.0,34,195.0,0
10654,1,53,400.0,29,400.0,0
10655,1,130,45.0,24,45.0,2
10656,1,238,15.0,23,15.0,2
10657,1,238,384.0,27,384.0,2
10658,1,124,987.0,23,987.0,1
10659,1,176,559.0,30,559.0,1
10660,1,237,129.0,24,129.0,2
10661,1,135,190.0,25,190.0,2
10662,1,267,664.0,36,664.0,1
10663,1,145,126.0,29,126.0,2
10664,1,109,717.0,35,717.0,1
10665,1,238,859.77,29,859.77,1
10666,1,128,336.8,31,336.8,0
10667,1,98,320.0,34,320.0,0
10668,1,110,20.0,27,20.0,2
10669,1,24,100.0,22,100.0,2
10670,1,54,750.0,31,750.0,1
10671,1,109,390.0,27,390.0,2
10672,1,129,50.0,36,50.0,0
10673,1,327,850.0,39,850.0,1
10674,1,101,234.0,25,234.0,2
10675,1,109,30.0,25,30.0,2
10676,1,299,250.0,27,250.0,2
10677,1,97,700.0,28,700.0,1
10678,1,298,500.0,25,500.0,1
10679,1,128,200.0,31,200.0,0
10680,1,177,209.0,28,209.0,2
10681,1,176,250.0,23,250.0,2
10682,1,97,398.0,27,398.0,2
10683,1,298,1000.0,21,1000.0,1
10684,1,176,52.0,26,52.0,2
10685,1,146,170.0,28,170.0,2
10686,1,85,100.0,32,100.0,0
10687,1,146,500.0,35,500.0,0
10688,1,136,42.0,24,42.0,2
10689,1,177,409.0,25,409.0,2
10690,1,238,95.0,25,95.0,2
10691,1,358,22.14,27,22.14,2
10692,1,109,400.0,28,400.0,2
10693,1,105,279.0,37,279.0,0
10694,1,139,103.0,31,103.0,0
10695,1,84,339.0,29,339.0,2
10696,1,127,100.0,22,100.0,2
10697,1,237,225.0,24,225.0,2
10698,1,134,633.0,32,633.0,1
10699,1,134,489.0,27,489.0,1
10700,1,268,451.0,25,451.0,1
10701,1,130,20.0,29,20.0,2
10702,1,135,566.0,28,566.0,1
10703,1,124,30.0,27,30.0,2
10704,1,135,360.0,24,360.0,2
10705,1,207,400.0,25,400.0,2
10706,1,114,1000.0,33,1000.0,1
10707,1,327,260.0,25,260.0,2
10708,1,358,212.12,27,212.12,2
10709,1,132,758.0,27,758.0,1
10710,1,298,500.0,23,500.0,1
10711,1,129,3.0,25,3.0,2
10712,1,298,300.0,33,300.0,0
10713,1,327,1000.0,21,1000.0,1
10714,1,53,150.0,35,150.0,0
10715,1,145,290.0,31,290.0,0
10716,1,238,551.0,42,551.0,0
10717,1,54,500.0,26,500.0,1
10718,1,140,926.0,24,926.0,1
10719,1,133,350.0,29,350.0,2
10720,1,298,601.0,26,601.0,1
10721,1,54,500.0,27,500.0,1
10722,1,129,57.0,24,57.0,2
10723,1,137,31.0,28,31.0,2
10724,1,84,150.0,30,150.0,2
10725,1,136,10.0,23,10.0,2
10726,1,139,177.0,23,177.0,2
10727,1,176,288.0,23,288.0,2
10728,1,85,245.0,31,245.0,0
10729,1,327,450.0,31,450.0,0
10730,1,137,300.0,31,300.0,0
10731,1,72,200.0,25,200.0,2
10732,1,359,705.0,41,705.0,1
10733,1,238,30.0,26,30.0,2
10734,1,298,100.0,32,100.0,0
10735,1,53,500.0,26,500.0,1
10736,1,359,510.0,22,510.0,1
10737,1,130,875.0,23,875.0,1
10738,1,327,20.0,30,20.0,2
10739,1,129,700.0,26,700.0,1
10740,1,131,30.0,25,30.0,2
10741,1,146,90.0,23,90.0,2
10742,1,237,60.0,21,60.0,2
10743,1,238,460.0,26,460.0,1
10744,1,128,99.85,25,99.85,2
10745,1,133,246.0,34,246.0,0
10746,1,98,147.0,29,147.0,2
10747,1,267,606.9,28,606.9,1
10748,1,140,380.0,27,380.0,2
10749,1,139,180.0,29,180.0,2
10750,2,132,815.5,31,1631.0,1
10751,1,115,769.0,33,769.0,1
10752,1,268,200.0,31,200.0,0
10753,1,108,217.0,30,217.0,2
10754,1,299,264.0,28,264.0,2
10755,1,359,237.0,34,237.0,0
10756,1,85,570.0,35,570.0,1
10757,1,85,200.0,25,200.0,2
10758,1,137,20.0,27,20.0,2
10759,1,85,565.0,34,565.0,1
10760,1,110,458.0,25,458.0,1
10761,1,101,110.0,26,110.0,2
10762,1,128,504.35,39,504.35,0
10763,1,124,635.0,33,635.0,1
10764,1,24,200.0,26,200.0,2
10765,1,126,100.0,26,100.0,2
10766,1,23,477.0,28,477.0,1
10767,1,176,398.0,35,398.0,0
10768,1,238,554.75,26,554.75,1
10769,1,23,510.0,28,510.0,1
10770,1,238,500.0,33,500.0,1
10771,1,238,538.0,28,538.0,1
10772,1,206,850.0,29,850.0,1
10773,1,133,120.0,28,120.0,2
10774,1,114,240.0,36,240.0,0
10775,1,358,300.0,30,300.0,0
10776,1,84,540.0,32,540.0,1
10777,1,23,10.0,25,10.0,2
10778,1,359,200.0,40,200.0,0
10779,1,128,185.0,29,185.0,2
10780,1,176,200.0,26,200.0,2
10781,1,177,560.0,25,560.0,1
10782,1,138,300.0,35,300.0,0
10783,1,23,40.0,23,40.0,2
10784,1,97,160.0,29,160.0,2
10785,1,138,300.0,26,300.0,2
10786,1,145,200.0,34,200.0,0
10787,1,85,200.0,30,200.0,2
10788,1,24,300.0,27,300.0,2
10789,1,146,139.0,35,139.0,0
10790,1,53,570.0,27,570.0,1
10791,1,133,500.0,27,500.0,1
10792,1,133,517.55,28,517.55,1
10793,1,124,923.0,29,923.0,1
10794,1,109,220.0,24,220.0,2
10795,1,207,300.0,30,300.0,0
10796,1,177,273.0,38,273.0,0
10797,1,54,165.0,36,165.0,0
10798,1,146,320.0,21,320.0,2
10799,1,132,89.0,37,89.0,0
10800,1,96,110.0,25,110.0,2
10801,1,53,252.0,27,252.0,2
10802,1,267,200.0,22,200.0,2
10803,1,140,10.0,23,10.0,2
10804,1,140,30.0,24,30.0,2
10805,1,84,160.0,26,160.0,2
10806,1,24,200.0,26,200.0,2
10807,1,145,470.06,25,470.06,1
10808,1,359,50.0,23,50.0,2
10809,1,131,119.0,39,119.0,0
10810,1,207,341.0,30,341.0,0
10811,1,298,85.76,31,85.76,0
10812,1,85,150.0,31,150.0,0
10813,1,137,1000.0,26,1000.0,1
10814,1,141,345.0,25,345.0,2
10815,1,138,66.97,38,66.97,0
10816,1,176,200.0,34,200.0,0
10817,1,131,261.0,29,261.0,2
10818,1,146,10.0,27,10.0,2
10819,1,206,10.0,25,10.0,2
10820,1,54,1000.0,26,1000.0,1
10821,1,85,839.0,27,839.0,1
10822,1,238,170.0,24,170.0,2
10823,1,100,548.0,32,548.0,1
10824,1,136,150.0,32,150.0,0
10825,1,54,190.0,29,190.0,2
10826,1,23,337.34,26,337.34,2
10827,1,237,20.0,26,20.0,2
10828,1,24,99.0,22,99.0,2
10829,1,298,100.0,24,100.0,2
10830,1,105,25.0,20,25.0,2
10831,1,327,100.0,24,100.0,2
10832,1,105,25.0,23,25.0,2
10833,1,237,43.0,27,43.0,2
10834,1,134,200.0,23,200.0,2
10835,1,299,117.0,27,117.0,2
10836,1,97,55.0,30,55.0,2
10837,1,133,285.0,33,285.0,0
10838,1,84,398.78,27,398.78,2
10839,1,96,750.0,31,750.0,1
10840,1,123,100.0,20,100.0,2
10841,1,140,100.0,24,100.0,2
10842,1,145,379.0,20,379.0,2
10843,1,125,677.0,31,677.0,1
10844,1,267,45.0,26,45.0,2
10845,1,176,40.0,23,40.0,2
10846,1,206,620.0,27,620.0,1
10847,1,23,220.0,25,220.0,2
10848,1,124,500.0,28,500.0,1
10849,1,135,25.0,26,25.0,2
10850,1,134,530.0,29,530.0,1
10851,1,54,150.0,24,150.0,2
10852,1,237,69.0,26,69.0,2
10853,1,109,299.0,28,299.0,2
10854,1,145,100.0,25,100.0,2
10855,1,206,260.0,23,260.0,2
10856,1,177,100.0,27,100.0,2
10857,1,24,699.0,41,699.0,1
10858,1,176,6.64,38,6.64,0
10859,1,85,860.0,35,860.0,1
10860,1,132,810.0,23,810.0,1
10861,1,105,27.0,33,27.0,0
10862,1,132,425.0,40,425.0,0
10863,1,130,200.0,32,200.0,0
10864,1,85,919.0,31,919.0,1
10865,1,237,299.0,27,299.0,2
10866,1,299,50.0,31,50.0,0
10867,1,327,160.0,36,160.0,0
10868,1,115,150.0,31,150.0,0
10869,1,125,80.0,31,80.0,2
10870,1,109,699.0,31,699.0,1
10871,1,177,50.0,26,50.0,2
10872,1,267,720.0,32,720.0,1
10873,1,298,100.0,30,100.0,2
10874,1,130,90.0,30,90.0,2
10875,1,109,130.0,26,130.0,2
10876,1,207,900.0,27,900.0,1
10877,1,141,500.0,32,500.0,1
10878,1,141,22.0,22,22.0,2
10879,1,134,100.0,28,100.0,2
10880,1,299,1.0,32,1.0,0
10881,1,299,200.0,27,200.0,2
10882,1,328,144.0,21,144.0,2
10883,1,127,968.0,24,968.0,1
10884,1,207,402.0,39,402.0,0
10885,1,146,30.0,25,30.0,2
10886,1,123,246.48,27,246.48,2
10887,1,141,600.0,31,600.0,1
10888,1,358,233.0,36,233.0,0
10889,1,268,250.0,26,250.0,2
10890,1,110,100.0,24,100.0,2
10891,1,206,48.0,31,48.0,2
10892,1,237,127.0,25,127.0,2
10893,1,110,713.0,26,713.0,1
10894,1,109,211.0,37,211.0,0
10895,1,299,500.0,26,500.0,1
10896,1,145,750.0,32,750.0,1
10897,1,53,500.0,32,500.0,1
10898,1,123,735.0,31,735.0,1
10899,1,115,102.0,36,102.0,0
10900,1,176,465.0,35,465.0,0
10901,1,176,194.0,21,194.0,2
10902,1,85,166.6,31,166.6,0
10903,1,238,730.0,23,730.0,1
10904,1,128,173.06,27,173.06,2
10905,1,23,180.0,30,180.0,2
10906,1,54,53.0,28,53.0,2
10907,1,98,710.0,36,710.0,1
10908,1,206,36.0,26,36.0,2
10909,1,141,467.0,35,467.0,0
10910,1,207,632.5,22,632.5,1
10911,1,110,222.0,22,222.0,2
10912,1,237,850.0,25,850.0,1
10913,1,327,200.0,39,200.0,0
10914,1,359,266.0,24,266.0,2
10915,1,85,500.0,25,500.0,1
10916,1,125,600.0,30,600.0,1
10917,1,358,50.0,24,50.0,2
10918,1,137,90.0,25,90.0,2
10919,1,115,187.0,32,187.0,0
10920,1,140,199.0,31,199.0,0
10921,1,53,860.0,39,860.0,1
10922,1,110,532.54,31,532.54,1
10923,1,23,560.0,32,560.0,1
10924,1,114,30.0,24,30.0,2
10925,1,141,200.0,41,200.0,0
10926,1,176,544.0,30,544.0,1
10927,1,327,360.0,26,360.0,2
10928,1,24,49.0,23,49.0,2
10929,1,123,100.86,41,100.86,0
10930,1,136,205.0,34,205.0,0
10931,1,54,50.0,23,50.0,2
10932,1,146,671.0,26,671.0,1
10933,1,135,26.0,22,26.0,2
10934,1,359,217.34,26,217.34,2
10935,1,127,154.0,28,154.0,2
10936,1,328,179.0,24,179.0,2
10937,1,207,1000.0,31,1000.0,1
10938,1,105,101.0,24,101.0,2
10939,1,133,20.0,24,20.0,2
10940,1,53,199.0,28,199.0,2
10941,1,176,194.0,28,194.0,2
10942,1,358,399.0,33,399.0,0
10943,1,108,200.0,27,200.0,2
10944,1,141,249.0,26,249.0,2
10945,1,146,1000.0,33,1000.0,1
10946,1,177,20.0,22,20.0,2
10947,2,114,225.0,24,450.0,2
10948,1,23,500.0,30,500.0,1
10949,1,127,9.0,22,9.0,2
10950,1,85,714.0,25,714.0,1
10951,1,127,961.0,27,961.0,1
10952,1,327,80.0,29,80.0,2
10953,1,176,50.0,29,50.0,2
10954,1,237,889.0,31,889.0,1
10955,1,53,400.0,35,400.0,0
10956,1,327,27.0,30,27.0,2
10957,1,130,240.0,22,240.0,2
10958,1,109,728.0,35,728.0,1
10959,1,114,590.0,26,590.0,1
10960,1,110,829.0,32,829.0,1
10961,1,358,299.0,22,299.0,2
10962,1,145,337.34,22,337.34,2
10963,1,138,311.0,29,311.0,2
10964,1,54,349.0,26,349.0,2
10965,1,141,650.0,23,650.0,1
10966,1,108,118.0,27,118.0,2
10967,1,85,372.0,24,372.0,2
10968,1,53,580.0,27,580.0,1
10969,1,328,500.0,22,500.0,1
10970,1,145,156.0,24,156.0,2
10971,1,115,468.0,32,468.0,0
10972,1,24,137.0,24,137.0,2
10973,1,238,325.0,34,325.0,0
10974,1,114,1000.0,32,1000.0,1
10975,1,358,285.0,24,285.0,2
10976,1,358,128.0,30,128.0,2
10977,1,125,546.04,27,546.04,1
10978,1,126,205.0,32,205.0,0
10979,1,85,275.0,30,275.0,0
10980,1,109,360.0,30,360.0,0
10981,1,138,200.0,28,200.0,2
10982,1,206,55.0,28,55.0,2
10983,1,132,148.0,28,148.0,2
10984,1,358,85.0,28,85.0,2
10985,1,138,310.0,32,310.0,0
10986,1,130,250.0,32,250.0,0
10987,1,23,30.0,25,30.0,2
10988,1,131,500.0,30,500.0,1
10989,1,136,100.0,32,100.0,0
10990,1,299,37.0,27,37.0,2
10991,1,207,949.0,42,949.0,1
10992,1,125,700.0,31,700.0,1
10993,1,110,65.0,31,65.0,2
10994,1,108,237.99,31,237.99,0
10995,1,114,606.9,25,606.9,1
10996,1,358,682.0,29,682.0,1
10997,1,139,100.0,22,100.0,2
10998,1,140,600.0,27,600.0,1
10999,1,298,177.0,27,177.0,2
11000,1,97,86.0,37,86.0,0
11001,1,134,100.0,24,100.0,2
11002,1,132,248.0,32,248.0,0
11003,1,238,350.0,32,350.0,0
11004,1,177,635.0,25,635.0,1
11005,1,206,50.0,31,50.0,2
11006,1,237,1000.0,28,1000.0,1
11007,1,299,20.0,28,20.0,2
11008,1,110,50.0,24,50.0,2
11009,1,145,148.0,41,148.0,0
11010,1,24,351.0,29,351.0,2
11011,1,136,33.0,25,33.0,2
11012,1,100,508.63,23,508.63,1
11013,1,298,594.0,30,594.0,1
11014,1,327,280.0,22,280.0,2
11015,1,97,220.0,23,220.0,2
11016,1,114,644.0,25,644.0,1
11017,2,97,162.5,27,325.0,2
11018,1,359,251.28,28,251.28,2
11019,1,129,350.0,29,350.0,2
11020,1,327,828.0,29,828.0,1
11021,1,114,99.0,23,99.0,2
11022,1,299,260.0,20,260.0,2
11023,1,298,382.0,21,382.0,2
11024,1,135,200.0,24,200.0,2
11025,1,136,100.0,30,100.0,2
11026,1,135,240.0,22,240.0,2
11027,1,358,39.0,23,39.0,2
11028,1,123,50.0,27,50.0,2
11029,1,23,870.0,33,870.0,1
11030,1,133,100.0,27,100.0,2
11031,1,133,200.0,23,200.0,2
11032,1,98,100.0,30,100.0,2
11033,1,133,319.0,26,319.0,2
11034,1,177,500.0,25,500.0,1
11035,1,128,769.79,40,769.79,1
11036,1,238,50.0,25,50.0,2
11037,1,358,179.0,31,179.0,0
11038,1,125,50.0,23,50.0,2
11039,1,133,561.0,36,561.0,1
11040,1,359,200.0,26,200.0,2
11041,1,123,12.0,21,12.0,2
11042,1,206,250.0,25,250.0,2
11043,1,139,200.0,41,200.0,0
11044,1,105,397.52,30,397.52,0
11045,1,237,1000.0,31,1000.0,1
11046,1,96,70.0,29,70.0,2
11047,1,298,125.0,25,125.0,2
11048,1,176,90.0,24,90.0,2
11049,1,206,150.0,24,150.0,2
11050,1,207,495.0,28,495.0,1
11051,1,267,205.0,24,205.0,2
11052,1,24,50.0,26,50.0,2
11053,1,108,730.0,31,730.0,1
11054,1,130,250.0,31,250.0,0
11055,1,131,96.0,29,96.0,2
11056,1,238,735.0,33,735.0,1
11057,1,127,35.0,24,35.0,2
11058,1,129,50.0,31,50.0,2
11059,1,359,634.0,29,634.0,1
11060,1,132,950.0,27,950.0,1
11061,1,141,120.0,29,120.0,2
11062,1,124,200.0,29,200.0,2
11063,1,98,111.0,33,111.0,0
11064,1,146,770.0,28,770.0,1
11065,1,140,240.0,27,240.0,2
11066,1,114,39.0,29,39.0,2
11067,1,128,50.0,32,50.0,0
11068,1,85,160.0,23,160.0,2
11069,1,132,200.0,31,200.0,0
11070,1,129,135.0,25,135.0,2
11071,1,109,100.0,34,100.0,0
11072,1,124,93.72,25,93.72,2
11073,1,23,300.0,30,300.0,0
11074,1,328,420.33,25,420.33,2
11075,1,129,610.0,31,610.0,1
11076,1,146,500.0,25,500.0,1
11077,1,141,50.0,30,50.0,2
11078,1,327,468.0,30,468.0,1
11079,1,267,300.0,35,300.0,0
11080,1,237,779.0,29,779.0,1
11081,1,176,135.0,39,135.0,0
11082,1,176,478.92,24,478.92,1
11083,1,114,28.0,30,28.0,2
11084,1,359,199.0,31,199.0,0
11085,1,268,8.0,29,8.0,2
11086,1,137,100.0,23,100.0,2
11087,1,358,749.0,28,749.0,1
11088,1,23,56.0,31,56.0,2
11089,1,129,220.0,21,220.0,2
11090,1,298,850.0,36,850.0,1
11091,1,109,412.0,25,412.0,2
11092,1,137,230.0,26,230.0,2
11093,1,110,200.0,26,200.0,2
11094,1,139,649.0,30,649.0,1
11095,1,358,262.0,22,262.0,2
11096,1,132,250.0,24,250.0,2
11097,1,145,280.0,26,280.0,2
11098,1,110,300.0,24,300.0,2
11099,1,130,50.0,24,50.0,2
11100,1,127,30.0,25,30.0,2
11101,1,123,60.0,28,60.0,2
11102,1,135,250.0,26,250.0,2
11103,1,145,31.0,27,31.0,2
11104,1,176,298.0,31,298.0,0
11105,1,135,100.0,23,100.0,2
11106,1,267,348.0,33,348.0,0
11107,1,137,797.0,30,797.0,1
11108,1,206,85.0,26,85.0,2
11109,1,299,219.0,30,219.0,0
11110,1,109,40.0,23,40.0,2
11111,1,268,277.0,29,277.0,2
11112,1,146,100.0,28,100.0,2
11113,1,146,240.0,25,240.0,2
11114,1,85,99.0,35,99.0,0
11115,1,124,55.0,27,55.0,2
11116,1,23,10.0,35,10.0,0
11117,1,115,20.0,28,20.0,2
11118,1,131,400.0,27,400.0,2
11119,1,132,320.0,39,320.0,0
11120,1,130,48.9,33,48.9,0
11121,1,126,300.0,31,300.0,0
11122,1,109,365.0,35,365.0,0
11123,1,141,656.5,37,656.5,1
11124,1,238,20.0,35,20.0,0
11125,1,327,108.0,38,108.0,0
11126,1,328,240.0,30,240.0,0
11127,1,123,200.0,27,200.0,2
11128,1,146,670.0,29,670.0,1
11129,1,129,260.0,25,260.0,2
11130,1,238,73.83,26,73.83,2
11131,1,358,65.06,21,65.06,2
11132,1,134,100.0,25,100.0,2
11133,1,105,100.0,26,100.0,2
11134,1,206,500.0,31,500.0,1
11135,1,53,700.0,34,700.0,1
11136,1,176,30.0,36,30.0,0
11137,1,109,150.0,32,150.0,0
11138,1,23,30.0,26,30.0,2
11139,1,101,204.0,31,204.0,0
11140,1,268,599.0,33,599.0,1
11141,1,268,181.0,28,181.0,2
11142,1,327,100.0,28,100.0,2
11143,1,359,740.0,25,740.0,1
11144,1,141,197.0,22,197.0,2
11145,1,328,372.0,25,372.0,2
11146,1,132,10.0,23,10.0,2
11147,1,115,147.0,30,147.0,2
11148,1,141,267.0,33,267.0,0
11149,1,268,188.0,26,188.0,2
11150,1,127,760.0,34,760.0,1
11151,1,140,624.4,29,624.4,1
11152,1,145,24.0,28,24.0,2
11153,1,115,591.59,35,591.59,1
11154,1,237,834.5,32,834.5,1
11155,1,141,298.0,28,298.0,2
11156,1,328,500.0,27,500.0,1
11157,1,24,780.0,27,780.0,1
11158,1,105,1000.0,35,1000.0,1
11159,1,84,648.01,18,648.01,1
11160,1,328,270.0,30,270.0,0
11161,1,53,103.0,25,103.0,2
11162,1,53,400.0,29,400.0,0
11163,1,140,887.64,35,887.64,1
11164,1,84,560.0,26,560.0,1
11165,1,146,151.0,31,151.0,0
11166,1,176,200.0,30,200.0,2
11167,1,127,200.0,24,200.0,2
11168,1,115,260.0,35,260.0,0
11169,1,123,78.0,32,78.0,0
11170,1,24,672.0,25,672.0,1
